,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Pandora Track,Unnamed: 0,channelId,channelUsername,channelUrl,numberOfSubscribers,channelTotalViews,channelTotalVideos,viewCount
890,Aku Sayang Tapi Kau Tak Paham,Aku Sayang Tapi Kau Tak Paham,DJ Boneng,2023-11-15,GXBAV2345718,902,50.8,716453,22,36989,1.0,12045,174,1800000,2635212,100001777,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
891,Thought You Should Know,Thought You Should Know,Morgan Wallen,2022-05-06,USUG12202977,906,50.7,340227841,40523,6267614,73.0,137384524,667467,16626,4371872,28018314,196339404,18.0,263301,32,1,71,13,215914717,0,4421163,857184,1,215914717,217.0,UCzIyoPv6j1MAZpDHKLGP_eA,morganwallen,https://www.youtube.com/channel/UCzIyoPv6j1MAZpDHKLGP_eA,3250000.0,761838431.0,115.0,2137085.0
892,CAIRO,CAIRO,KAROL G,2022-11-13,USUM72220925,904,50.7,443093379,35995,21160001,72.0,273852759,1690512,625126,42735677,600184949,11558006,58.0,52189,125,26,0,36,24842372,0,1653982,1174788,1,24842372,111.0,UCZuPJZ2kGFdlbQu1qotZaHw,KarolG,https://www.youtube.com/channel/UCZuPJZ2kGFdlbQu1qotZaHw,39000000.0,27850286887.0,162.0,125238329.0
893,Cupido,Cupido,TINI,2023-02-14,USHR12245118,905,50.7,358240136,35751,23674275,70.0,216226939,844073,827378,189261300,2253379250,20052884,42.0,33335,317,33,0,77,243118,294,0,556867,0,243118,,,,,,,,
894,Raja Ji Ke Dilwa,Raja Ji Ke Dilwa,Pawan Singh,2023-12-19,INM1Q2326022,909,50.6,4283,1,3,,224819919,1249285,0,0,0,29757537,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
895,Out thï¿½ï¿½,Lyfï¿,Yeat,2022-09-09,USUM72217063,907,50.6,338097605,85480,16509403,73.0,54214841,680291,47215,15066093,117839587,18856089,14.0,63,37,1,0,0,1750477,0,26616347,664273,1,1750477,,,,,,,,
896,Winning Speech,Winning Speech,Karan Aujla,2024-05-16,AUBEC2438671,910,50.6,17917738,938,5754144,73.0,28606016,488260,0,0,0,19904542,22.0,37,0,0,0,14,0,0,97075,44138,0,,,,,,,,,
897,Home,Home - Single,Good Neighbours,2024-01-17,GBUM72400322,911,50.6,205068203,19044,62137392,,8916657,104172,0,1489700,24837700,2476271,67.0,22019,535,36,0,65,17230222,0,0,606973,0,17230222,,,,,,,,
898,Sobrio,Sobrio,Maluma,2021-07-08,USSD12100322,908,50.6,600199930,66655,24281295,64.0,743954914,2817472,189200,19480120,254681143,484483790,95.0,45992,66,26,0,59,41992168,0,0,1823474,0,41992168,136.0,UClZuKq2m0Qu-HkopkSBLpEw,Maluma_Official,https://www.youtube.com/channel/UClZuKq2m0Qu-HkopkSBLpEw,30400000.0,24591612284.0,67.0,81595.0
899,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72308540,913,50.5,247682011,67166,13150883,72.0,81060467,925753,13500,6210382,38882669,703035,51.0,3710,0,9,0,5,665747,0,0,1390039,0,665747,,,,,,,,
900,Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,2018-05-25,USRC11800930,916,50.5,1244981489,295646,48300175,78.0,847656575,6337444,106923,60624218,650317525,165012134,110.0,24,0,60,0,29,29244476,0,0,6227926,1,29244476,,,,,,,,
901,Se Acabï¿½ï¿½ la Cuaren,Viva el Perreo,Jowell & Randy,2020-08-06,QM6P42086452,915,50.5,73468394,23284,4240574,51.0,73136867,889596,10152900,212959708,2985601079,996,11.0,4391,73,5,0,0,12140646,0,1635079,1057655,1,12140646,,,,,,,,
902,Look Back At It,Look Back At It,A Boogie Wit da Hoodie,2018-12-07,USAT21812667,912,50.5,769061748,136145,21910460,73.0,233288549,2397744,202814,33604598,250645860,39277808,49.0,91002,329,17,0,15,164836824,0,95216986,6255853,1,164836824,220.0,UCfgsFOdVScKetBXYrFNr5LQ,ABoogieWitdaHoodie,https://www.youtube.com/channel/UCfgsFOdVScKetBXYrFNr5LQ,5160000.0,3730247852.0,368.0,241343.0
903,End of Beginning,DECIDE,Djo,2022-09-16,GBKPL2205058,918,50.5,710784872,64517,191969474,90.0,44322144,594352,129300,118218973,1027806256,58700775,149.0,94468,501,133,0,107,4025966,0,0,3343993,0,4025966,337.0,UCr0D10Eu1Wub68Y6JUsnoOw,DJOGRACEMINISTRIESOfficiel,https://www.youtube.com/channel/UCr0D10Eu1Wub68Y6JUsnoOw,81700.0,5758009.0,986.0,5253.0
904,K-POP,K-POP (Chopped & Screwed),Travis Scott,2023-07-18,USSM12305652,917,50.5,285481590,62715,24530922,68.0,40688228,817018,4427,3170160,129035232,331318025,46.0,15660,347,39,0,37,4832444,0,0,808863,1,4832444,,,,,,,,
905,favorite,favorite - EP,Isabel LaRosa,2024-03-29,USRC12400507,919,50.5,123802404,7364,40769771,82.0,21277734,440764,0,2357131,20879200,126759586,43.0,1815,0,45,0,44,333441,463,0,1040640,0,333441,,,,,,,,
906,You & Me,JENNIE Special Single [You & Me],JENNIE,2023-10-06,KRA402300041,914,50.5,183134509,12210,12194109,,164326447,3483743,319200,56468580,518880479,1663397140,15.0,6316,35,12,0,29,710467,737,0,345892,0,710467,,,,,,,,
907,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,2010-01-01,USSM11001353,921,50.4,829352129,159324,36048887,61.0,4062829308,23606907,2250587,417038157,5938511405,269751922,109.0,22773,43,96,0,33,129133941,0,542470,0,0,129133941,102.0,UCYLNGLIzMhRTi6ZOLjAPSmw,Shakira,https://www.youtube.com/channel/UCYLNGLIzMhRTi6ZOLjAPSmw,47700000.0,32236284843.0,363.0,72554.0
908,LA RANGER (feat. Myke Towers),The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,2024-03-28,USWL12400690,920,50.4,79786203,8939,75931694,76.0,32616728,216834,0,0,0,13323878,29.0,4514,9,25,0,18,545735,194,0,236268,1,545735,,,,,,,,
909,no tears left to cry,No Tears Left To Cry,Ariana Grande,2018-04-20,USUM71805289,923,50.2,1331371819,100503,36840744,71.0,1426855223,11706422,698131,30791124,219920452,1865455236,143.0,180151,280,68,0,67,181267091,0,0,6415036,0,181267091,,,,,,,,
910,I Fck Up,I Fck Up - Single,Prince Ayaya,2023-10-28,QZTBB2395775,924,50.1,0,44,223,,92839,1676,1900000,35297892,454838946,0,2.0,0,0,0,0,0,0,0,0,238732,1,,,,,,,,,
911,Upside Down,Upside Down,JVKE,2020-08-18,QM24S2008283,925,50.1,121391098,28044,6194695,54.0,19099476,465493,10318700,164374946,1710758827,517,24.0,1790,122,5,0,2,2403391,0,0,1184072,0,2403391,100.0,UCSOfUqPoqpp5aWDDnAyv94g,JVKE,https://www.youtube.com/channel/UCSOfUqPoqpp5aWDDnAyv94g,12900000.0,4004468965.0,579.0,2366965.0
912,Crawling,Papercuts,Linkin Park,2024-04-12,USWB11201319,927,50.1,570290910,174,525584,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7.0,UCZU9T1ceaOgwfLRq7OKFU4Q,LinkinPark,https://www.youtube.com/channel/UCZU9T1ceaOgwfLRq7OKFU4Q,23200000.0,17253613059.0,986.0,146648.0
913,Nosso Quadro,AgroPlay Verï¿½ï¿½o V,AgroPlay,2023-02-02,BCA6L2300010,926,50.1,423018422,23872,16779061,63.0,361813279,1727192,288613,21077364,277692228,841498728,21.0,17320,0,31,0,12,0,0,0,609133,0,,,,,,,,,
914,APAGA EL CEL,APAGA EL CEL - Single,FloyyMenor,2024-05-17,QZMWW2484259,929,50.0,33245898,2343,69471936,78.0,15755338,203277,0,0,0,33968779,8.0,48,0,3,0,17,18555,27,110406,171732,1,18555,323.0,UCeLRb7mQ1IHhwHrXd4fD5Sw,FloyyMenor,https://www.youtube.com/channel/UCeLRb7mQ1IHhwHrXd4fD5Sw,1210000.0,1062163574.0,36.0,389610.0
915,Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,2020-03-26,INS172000876,930,50.0,86295058,7591,3058131,55.0,1022945729,6994273,5444473,128000154,1953198700,197996975,7.0,961,0,3,0,7,519209,0,0,193040,0,519209,,,,,,,,
916,Pure Cocaine,Street Gossip,Lil Baby,2018-11-30,USUG11802285,928,50.0,652559944,170734,17463888,74.0,317320682,2195610,13434,7576223,62837382,7241389,21.0,36,1,8,0,6,133082789,0,97169903,1456448,1,133082789,110.0,UCVS88tG_NYgxF6Udnx2815Q,LilBabyATL,https://www.youtube.com/channel/UCVS88tG_NYgxF6Udnx2815Q,9730000.0,9813635684.0,118.0,2644584.0
917,Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,2023-03-17,USWB12300190,932,49.9,142512477,23828,9380794,72.0,56277759,436896,100195,10946988,109014578,727842762,14.0,202432,7,4,0,18,71730881,0,3516110,549127,0,71730881,,,,,,,,
918,Corazï¿½ï¿½n Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,2023-04-07,USUM72305202,931,49.9,203212015,36459,13719365,67.0,178302256,677453,827700,24190123,359964365,362205003,27.0,12434,0,12,0,3,127732,684,0,836117,1,127732,,,,,,,,
919,Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,2014-01-01,GBARL1400296,935,49.8,1497564072,255037,105180321,81.0,1989930606,8740440,1293032,116032171,1214191679,322680506,225.0,55500,119,170,0,36,332877611,0,0,11380320,0,332877611,72.0,UCIjYyZxkFucP_W-tmXg_9Ow,CalvinHarris,https://www.youtube.com/channel/UCIjYyZxkFucP_W-tmXg_9Ow,19400000.0,17608264463.0,87.0,84200.0
920,Murder On My Mind,Murder On My Mind,YNW Melly,2018-06-01,QMCE31801827,934,49.8,1055558326,208777,21077896,72.0,952644680,8820105,251510,44341738,350694950,39105354,18.0,299,42,10,0,0,112050497,0,0,2087864,1,112050497,195.0,UCelvBrvTHaZL_V6WuMkJDxQ,YNWMelly,https://www.youtube.com/channel/UCelvBrvTHaZL_V6WuMkJDxQ,7690000.0,3077998017.0,202.0,290798.0
921,You Are The Reason,You Are The Reason,Calum Scott,2017-11-17,USUM71710315,937,49.8,1042531612,119883,31204776,73.0,1425188874,10037251,1513635,180692022,1930209423,1629614639,70.0,18397,8,17,0,8,292156274,0,0,6610744,0,292156274,147.0,UCTY6fxtqkF_dtGanIhZHHVg,CalumScottOfficial,https://www.youtube.com/channel/UCTY6fxtqkF_dtGanIhZHHVg,6770000.0,3426984555.0,265.0,1680715.0
922,Bad Liar,Bad Liar,Imagine Dragons,2018-11-06,USUM71816161,938,49.8,1056929910,134812,31112950,74.0,908433462,8291217,1429594,181729752,2058078137,1802807851,54.0,118378,37,31,0,12,130853305,0,0,11123506,0,130853305,32.0,UCT9zcQNlyht7fRlcjmflRSA,ImagineDragons,https://www.youtube.com/channel/UCT9zcQNlyht7fRlcjmflRSA,32400000.0,20293451610.0,210.0,78700.0
923,Wild Ones (feat. Jelly Roll),Wild Ones (feat. Jelly Roll),Jessie Murph,2023-10-06,USQX92304180,936,49.8,165347464,21942,13799115,,43792907,313018,15847,603997,7395640,446100137,18.0,81,314,19,0,47,83726741,0,1638261,354116,1,83726741,,,,,,,,
924,ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,USSM11914320,939,49.7,1474968552,170595,31145335,68.0,473697535,5439167,1513097,565840941,4972391653,251187916,154.0,271106,583,78,0,2,0,0,0,4556715,1,,117.0,UC9iPVgY-pv8Af7T75ujpiuw,ArizonaZervas,https://www.youtube.com/channel/UC9iPVgY-pv8Af7T75ujpiuw,1010000.0,541668191.0,131.0,345385.0
925,Softly,Making Memories,Karan Aujla,2023-08-18,CAW112300244,941,49.6,150073848,12340,8409772,71.0,232389376,1637844,70200,8387797,169068391,185360520,17.0,455,4,1,0,20,46920,240,2691081,270472,0,46920,,,,,,,,
926,Tacones Rojos,Tacones Rojos,Sebastian Yatra,2021-10-22,USUM72119612,940,49.6,641756842,80542,23090494,68.0,558812868,2887216,328394,77295943,855230861,387792262,78.0,438,875,40,0,85,9553399,0,723371,2934783,0,9553399,276.0,UCssFxr-IdIa-wpG3jUXYrmw,SebastianYatra,https://www.youtube.com/channel/UCssFxr-IdIa-wpG3jUXYrmw,18600000.0,12111300863.0,256.0,53677.0
927,Ride the Vibe,Ride the Vibe,NEXZ,2024-05-20,US5TA2400118,942,49.6,899456,147,2784044,46.0,31419384,139393,0,0,0,127867,2.0,31,0,1,0,8,1012,2,0,8204,0,1012,,,,,,,,
928,family ties,family ties - Single,Baby Keem,2021-08-27,USSM12105949,945,49.5,786298066,204148,57623622,77.0,63403993,557514,55168,80647899,532021210,764790,62.0,21505,354,20,0,38,6412824,0,0,1938598,1,6412824,197.0,UCq0Hi7HpCBCNeKpdKKcQqGQ,babykeem,https://www.youtube.com/channel/UCq0Hi7HpCBCNeKpdKKcQqGQ,935000.0,597201878.0,10.0,1843638.0
929,"Perdonarte, ï¿½ï¿½Para Q","Perdonarte, ï¿½ï¿½Para Q",Los ï¿½ï¿½ngeles Az,2024-05-23,MX1722401778,943,49.5,19514243,1329,42180412,75.0,17545232,195611,0,0,0,16582955,16.0,1344,0,16,0,10,181212,14,0,48790,0,181212,,,,,,,,
930,Whatever It Takes,Whatever It Takes,Imagine Dragons,2017-05-09,USUM71703515,944,49.5,1257258072,156442,33271283,76.0,1192880501,7815307,202700,27054065,340416328,158079968,86.0,148594,260,37,0,9,359252086,0,0,12160416,0,359252086,32.0,UCT9zcQNlyht7fRlcjmflRSA,ImagineDragons,https://www.youtube.com/channel/UCT9zcQNlyht7fRlcjmflRSA,32400000.0,20293451610.0,210.0,78700.0
931,POP!,IM NAYEON,NAYEON,2022-06-24,US5TA2200041,946,49.4,296828933,25748,12535016,69.0,407776018,8669558,1937239,548973446,5178604164,240970840,18.0,3491,83,3,0,26,1106839,0,0,445036,0,1106839,,,,,,,,
932,Into the Unknown,New Horizons,ALPHA 9,2023-01-13,GBEWA2206731,948,49.4,78985,67,5674,9.0,621561070,3598710,0,0,0,45996393,,15,0,0,0,0,13012,0,6099,0,0,13012,,,,,,,,
933,Lonely At The Top,Work Of Art,Asake,2023-06-15,USUYG1490059,947,49.4,84655991,13107,7678884,69.0,75076449,510479,1513241,16795588,382487197,72422815,36.0,11861,89,6,0,26,779288,650,1367844,2361169,0,779288,,,,,,,,
934,ecstacy (slowed),ecstacy (slowed),SUICIDAL-IDOL,2023-06-06,QZK6F2330686,949,49.3,242661037,43999,9893510,74.0,51722759,783780,499500,69556599,646143014,460974,5.0,0,948,1,0,1,496607,0,0,2552266,1,496607,,,,,,,,
935,Si Se Da,Si Se Da,Myke Towers,2019-02-26,QM4TX1920224,952,49.3,317223968,47247,7578697,54.0,1867482161,5147665,15153,1209967,14034398,133593097,21.0,5622,9,6,0,38,79260855,0,0,1796737,1,79260855,255.0,UCLk8IJ1TwI7Xl7UUfAD8xPQ,MykeTowers,https://www.youtube.com/channel/UCLk8IJ1TwI7Xl7UUfAD8xPQ,13700000.0,11289851564.0,1245.0,531732.0
936,Holy (feat. Chance The Rapper),Holy,Justin Bieber,2020-09-18,USUM72017013,950,49.3,787546548,110389,44478175,63.0,396861382,6241346,193594,69149295,561056269,1394478465,178.0,399515,339,51,0,54,85450020,0,0,3589419,0,85450020,,,,,,,,
937,No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,USQX91402598,955,49.3,2235160830,403355,73668045,81.0,656310159,4852226,744556,138864977,885273359,184893947,115.0,11860,61,41,0,21,657042048,0,0,5513979,1,657042048,67.0,UCnc6db-y3IU7CkT_yeVXdVg,jcole,https://www.youtube.com/channel/UCnc6db-y3IU7CkT_yeVXdVg,7940000.0,4302847323.0,146.0,232288.0
938,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,2017-03-16,GBAHS1700199,954,49.3,1456894713,141677,49274720,71.0,1523128022,9966382,707674,33256295,386013926,1419194972,173.0,84752,17,82,0,41,76856978,0,18687841,9434537,0,76856978,109.0,UCvhQPdeTHzIRneScV8MIocg,cleanbandit,https://www.youtube.com/channel/UCvhQPdeTHzIRneScV8MIocg,10600000.0,8494070309.0,253.0,45264.0
939,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),Lady Gaga,2020-05-22,USUM72004304,951,49.3,1060378159,104647,55948663,68.0,514581598,6465409,442243,80912710,538854965,382160207,320.0,354978,438,143,0,105,62220803,0,0,3888061,0,62220803,,,,,,,,
940,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status,2023-07-27,GBUM72306881,953,49.3,118804209,57036,35240391,71.0,16072797,207183,0,0,0,125042,29.0,6016,0,14,0,34,154435,495,6256341,908754,0,154435,,,,,,,,
941,10:35,10:35,Tiï¿½ï¿,2022-11-03,CYA112001130,958,49.2,539802784,82093,99413749,74.0,94379586,652780,11473,5762615,119710596,487764676,187.0,60512,265,80,0,64,43487605,0,0,2064142,0,43487605,,,,,,,,
942,One Right Now (with The Weeknd),One Right Now,Post Malone,2021-11-05,USUM72120404,963,49.2,631789333,99512,27179361,65.0,182180447,1908939,30141,12902227,181078488,954672882,89.0,255213,0,25,0,34,103350630,0,0,2041348,1,103350630,25.0,UCeLHszkByNZtPKcaVXOCOQQ,postmalone,https://www.youtube.com/channel/UCeLHszkByNZtPKcaVXOCOQQ,27900000.0,18042086922.0,149.0,84155.0
943,A Thousand Years,A Thousand Years,Christina Perri,2011-10-18,USAT21102141,964,49.2,1654956613,177834,80060384,77.0,2989286684,19870174,4479720,848530861,8594414469,1579447076,94.0,88803,66,66,0,46,0,0,68,15974659,0,,2.0,UC2gMECGMn5TVbRN5S5tKb8Q,ChristinaPerri,https://www.youtube.com/channel/UC2gMECGMn5TVbRN5S5tKb8Q,6850000.0,4198515457.0,207.0,8192.0
944,Secreto,Secreto,Anuel AA,2019-01-15,USXDR1900020,957,49.2,759388276,68502,18835572,65.0,1595484197,8161642,609042,40357374,543804719,306014364,40.0,159,15,43,0,21,147935567,0,3064688,1317266,0,147935567,85.0,UCRI7hheejBbWS6etTNwMT0g,AnuelAA,https://www.youtube.com/channel/UCRI7hheejBbWS6etTNwMT0g,27900000.0,19427684132.0,174.0,75792385.0
945,Toda Remix - Remix,Toda (Remix),Alex Rose,2018-06-01,QM4TX1838235,959,49.2,482021697,68578,13363939,66.0,1965829285,5786525,696400,34322459,289741256,30691906,25.0,2857,0,5,0,14,67068115,0,0,2148531,1,67068115,,,,,,,,
946,I Hate U,I Hate U - Single,SZA,2021-12-03,USRC12103605,956,49.2,456871037,71261,34724014,66.0,142820854,1393679,877769,211488170,1676387442,85726782,105.0,136784,0,29,0,19,92133806,0,15212609,1854776,1,92133806,18.0,UCO5IQ70V7l-XpHW40HwaGsw,sza,https://www.youtube.com/channel/UCO5IQ70V7l-XpHW40HwaGsw,5910000.0,4169649532.0,39.0,617964.0
947,Better Now,beerbongs & bentleys,Post Malone,2018-04-27,USUM71805170,962,49.2,1953403531,239092,47844195,74.0,48443287,734538,104133,9802093,97061584,0,144.0,350458,203,59,0,79,467402120,0,0,8827325,1,467402120,25.0,UCeLHszkByNZtPKcaVXOCOQQ,postmalone,https://www.youtube.com/channel/UCeLHszkByNZtPKcaVXOCOQQ,27900000.0,18042086922.0,149.0,84155.0
948,Call Me Maybe,Kiss,Carly Rae Jepsen,2012-01-01,CAB391100615,960,49.2,1394048309,211162,114187117,77.0,2007334200,12223928,418014,40431475,367016981,1811023591,222.0,200327,967,145,0,88,401427022,0,0,14252942,0,401427022,134.0,UC-4NAdFIP6h9BmtGUFL94Pg,carlyraemusic,https://www.youtube.com/channel/UC-4NAdFIP6h9BmtGUFL94Pg,4250000.0,2858891107.0,59.0,398096.0
949,Pobre Corazï¿½,Pobre Corazï¿½ï¿½n (En Vivo) [feat. Onda Sabanera] - Si,Ke Personajes,2023-03-02,QZN882353309,965,49.2,187127704,18938,5235073,65.0,425484500,857540,8176,2607049,30085568,188119455,8.0,5686,0,5,0,7,0,0,0,432240,0,,,,,,,,,
950,Piece Of Your Heart,Piece Of Your Heart,MEDUZA,2019-02-01,DEUM71807719,966,49.2,995452298,188608,44047615,65.0,464369299,4586152,742947,75493341,1282810923,34091844,255.0,171176,196,166,0,43,46973428,0,26135531,14464887,0,46973428,294.0,UCP4Xo2CiV9hilARkz8rxIjg,medusaoficjalnie,https://www.youtube.com/channel/UCP4Xo2CiV9hilARkz8rxIjg,1240000.0,55349519.0,121.0,101252.0
951,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Varun Jain,2023-05-22,INH102307782,961,49.2,203379355,14067,8370027,63.0,361600873,2581315,0,0,0,110775514,16.0,1319,0,0,0,12,0,0,0,376272,0,,,,,,,,,
952,Mi Kryptonita,Talento De Vida,Doble ONE Flow Letal,2023-10-11,QZTB72322595,967,49.1,140356426,9363,5604254,,87822276,963707,849600,119963984,1057039331,261296658,4.0,4,0,6,0,0,131941,873,0,961258,0,131941,,,,,,,,
953,Ram Pam Pam,Ram Pam Pam,NATTI NATASHA,2021-04-20,USB272100106,968,49.1,257167813,38896,13810240,55.0,794011391,4280865,1887815,202617114,2167134347,350033186,69.0,28737,176,20,0,35,24761052,0,0,1621368,1,24761052,225.0,UCu59H8LNti6mwvcGRMge5PA,NattiNatasha,https://www.youtube.com/channel/UCu59H8LNti6mwvcGRMge5PA,12900000.0,9200164010.0,355.0,255332.0
954,"Milo J: Bzrp Music Sessions, Vol. 57",en dormir sin Madrid,Bizarrap,2023-10-03,UYB282301041,970,49.0,181516735,25092,10823656,,155509942,2922165,0,0,0,53784475,7.0,1849,0,9,0,15,62580,76,0,194645,0,62580,51.0,UCmS75G-98QihSusY7NfCZtw,Bizarrap,https://www.youtube.com/channel/UCmS75G-98QihSusY7NfCZtw,22500000.0,10020463943.0,90.0,26348591.0
955,Stuck In The Middle,BABYMONSTER Pre-Release Single [Stuck In The Middle],BABYMONSTER,2024-02-01,KRA402400004,972,49.0,21167612,1285,2035557,,147951356,1755973,16500,8382900,70103300,80502081,5.0,284,0,0,0,8,0,0,0,47782,0,,,,,,,,,
956,No Se Va,No Se Va (En Vivo) - EP,Grupo Frontera,2022-04-28,QZHN72212529,973,49.0,582023797,48881,17367502,70.0,293059162,1383526,1100596,64787440,805988782,40039,26.0,18750,222,6,0,16,84722896,0,192143,1946266,0,84722896,291.0,UCKsN6xyJ2w8g7p4p9apXkYQ,GrupoFronteraOficial,https://www.youtube.com/channel/UCKsN6xyJ2w8g7p4p9apXkYQ,4250000.0,5966277105.0,257.0,873163.0
957,get him back!,GUTS,Olivia Rodrigo,2023-09-08,USUG12304099,971,49.0,287724574,25460,15517447,,54771296,818500,485830,47532963,469327093,1298782751,47.0,56,34,29,0,43,6371213,0,910103,770996,1,6371213,71.0,UCy3zgWom-5AGypGX_FVTKpg,OliviaRodrigo,https://www.youtube.com/channel/UCy3zgWom-5AGypGX_FVTKpg,14900000.0,5560517165.0,82.0,253677.0
958,LA PEOPLE II,LA PEOPLE II,Peso Pluma,2024-03-21,QM4TX2458976,978,48.9,123243341,5069,34480158,79.0,53762979,472820,0,171600,3100000,0,13.0,8,0,4,0,14,2185039,0,0,121403,1,2185039,308.0,UCzrM_068Odho89mTRrrxqbA,pesopluma_oficial,https://www.youtube.com/channel/UCzrM_068Odho89mTRrrxqbA,7520000.0,7522818354.0,212.0,21949063.0
959,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black: Songs From The Original Motion Picture,Amy Winehouse,2024-04-12,GBCAD2000628,974,48.9,562814594,17,25810,,0,0,0,0,0,0,,0,0,1,530,0,0,0,0,0,0,,,,,,,,,
960,The Tortured Poets Department,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401029,975,48.9,150693008,3273,15710281,,15389385,261652,0,4822,39100,0,29.0,450,0,4,0,52,3131451,0,0,49802,1,3131451,70.0,UCqECaJ8Gagnn7YCbPEzWH6g,TaylorSwift,https://www.youtube.com/channel/UCqECaJ8Gagnn7YCbPEzWH6g,60700000.0,38424103158.0,285.0,928938.0
961,Your Love (9PM),Your Love (9PM),ATB,2021-01-15,DECE72003523,976,48.9,721002104,146298,62920572,71.0,118729044,952700,25400,5772644,81735548,153714110,201.0,361427,220,115,0,27,24235804,0,5026745,7799522,0,24235804,333.0,UCK-INiAxSg27L8DQ6HIoHGQ,atb,https://www.youtube.com/channel/UCK-INiAxSg27L8DQ6HIoHGQ,444000.0,453820283.0,78.0,14537.0
